To Author,Tweet_ID,Created_at,Tweet
George1Trader,1513856894728876032,2022-04-12 12:29:44+00:00,"@George1Trader with a short and simple market update on bitcoin. 🤝 fully agree with this pov

https://t.co/Z8Yj04ICdD"
