To Author,Tweet_ID,Created_at,Tweet
KoroushAK,1515752514943172609,2022-04-17 18:02:15+00:00,"@KoroushAK Look at your pathetic life, and then at the WING/BTC on binance. I gave you food for thought. The choice is yours. Make it right at least once in your life"
KoroushAK,1515752495137673223,2022-04-17 18:02:10+00:00,"@KoroushAK Look at your pathetic life, and then at the WING/BTC on binance. I gave you food for thought. The choice is yours. Make it right at least once in your life"
KoroushAK,1514946296188215297,2022-04-15 12:38:38+00:00,@KoroushAK @devchart Thank’s for my btc bonus. Musk love https://t.co/kD0Tpb7f1j
KoroushAK,1514945420664918016,2022-04-15 12:35:09+00:00,@KoroushAK @devchart Thank’s for my btc bonus. Musk love https://t.co/PD4bidcv4B
KoroushAK,1514550418738606086,2022-04-14 10:25:33+00:00,@KoroushAK @Abu9ala7 Thank’s for my btc bonus. Musk love https://t.co/c4vgjQKORP
